word	word_meaning	word_pinyin	sentence	sentence_pinyin	sentence_meaning
			我去学校。		I go to school.
			我被逮捕了。		I got arrested.
			我起床早。		I got up early.
			我有一个设想。		I had a vision.
			我有一个愿景。		I had a vision.
			我讨厌星期一。		I hate Mondays.
			我咳嗽。		I have a cough.
			我有一个梦想。		I have a dream.
			我打嗝了。		I have hiccups.
			我没时间。		I have no time.
			我必须帮忙。		I have to help.
			我经常打嗝。		I hiccup a lot.
			我刚刚见到汤姆了。		I just saw Tom.
			我繼續唱歌。		I kept singing.
			我继续唱歌。		I kept singing.
			我喜欢画画。		I like drawing.
			我喜欢兔子。		I like rabbits.
			我喜欢阅读。		I like reading.
			我爱千层面。		I love lasagna.
			我爱我的生活。		I love my life.
			我爱我的生命。		I love my life.
			我爱我的妻子。		I love my wife.
			我遇见一个朋友。		I met a friend.
			我错过了很多。		I missed a lot.
			我必须拒绝。		I must decline.
			我该回家了。		I must go home.
			我需要一把刀。		I need a knife.
			我需要加薪。		I need a raise.
			我尽快需要。		I need it ASAP.
			我需要我的大衣。		I need my coat.
			我需要知道。		I need to know.
			现在我想起来了。		I remember now.
			我说过了，闭嘴！		I said shut up!
			我看见五个男人。		I saw five men.
			我看見她游泳。		I saw her swim.
			我看到一面鏡子。		I see a mirror.
			我卖花。		I sell flowers.
			我应该去做。		I should do it.
			我学韩语。		I study Korean.
			我往右拐了。		I turned right.
			我想知道。		I want to know.
			我想去玩。		I want to play.
			我想要留下。		I want to stay.
			我想要更新。		I want updates.
			我以前是醫生。		I was a doctor.
			我要控告你。		I will sue you.
			我想要去。		I'd like to go.
			我会警告汤姆。		I'll alert Tom.
			我要回来了。		I'll come back.
			我会回来的。		I'll come back.
			我請你。		I'll treat you.
			我是一个好人。		I'm a good guy.
			恐怕不行。		I'm afraid not.
			我百分之百赞成。		I'm all for it.
			我是无神论者。		I'm an atheist.
			我在他後面。		I'm behind him.
			我今天忙。		I'm busy today.
			我今天有空。		I'm free today.
			我没名气。		I'm not famous.
			我不出名。		I'm not famous.
			我不貪婪。		I'm not greedy.
			我没有罪。		I'm not guilty.
			我不是笨蛋。		I'm not stupid.
			我很激动。		I'm so excited.
			我脱衣服。		I'm undressing.
			我是素食主义者。		I'm vegetarian.
			我很快乐。		I'm very happy.
			我很幸福。		I'm very happy.
			汤姆嫉妒吗？		Is Tom jealous?
			他是日本人吗？		Is he Japanese?
			来迟了吗？		Is it too late?
			那更好吗？		Is that better?
			这个能吃吗？		Is this edible?
			它不见了。		It disappeared.
			太晚了。		It is too late.
			那样说得通。		It makes sense.
			它花了几个月。		It took months.
			这是全新的。		It's brand new.
			很美味。		It's delicious.
			外面起霧了。		It's foggy out.
			外面有霧。		It's foggy out.
			这不好笑。		It's not funny.
			真的很无聊。		It's so boring.
			这是事实。		It's the truth.
			这就要看您了。		It's up to you.
			非常冷。		It's very cold.
			天气非常寒冷。		It's very cold.
			做得很好。		It's well done.
			該你走了。		It's your move.
			輪到您了。		It's your turn.
			輪到你了。		It's your turn.
			继续听。		Keep listening.
			让我来弄。		Leave it to me.
			别烦我！		Leave me alone!
			让我一个人待着。		Leave me alone.
			让我去做。		Let me do that.
			咱去那吧。		Let's go there.
			听这个！		Listen to this!
			请大声一点。		Louder, please.
			午餐好了。		Lunch is ready.
			说谎不好。		Lying is wrong.
			我爸爸很忙。		My dad is busy.
			我牙疼。		My tooth hurts.
			我肚子疼。		My tummy hurts.
			没有人高兴。		Nobody's happy.
			睁开眼睛。		Open your eyes.
			给我们弹一手。		Play us a tune.
			請告訴我。		Please tell me.
			请清洗它。		Please wash it.
			看这本书。		Read this book.
			說清楚。		Say it clearly.
			她骗了他。		She fooled him.
			她愚弄了他。		She fooled him.
			她種了玫瑰。		She grew roses.
			她抱了他。		She hugged him.
			她是护士。		She is a nurse.
			她看上去很伤心。		She looked sad.
			她在哭。		She was crying.
			闭上你们的眼睛。		Shut your eyes.
			烟雾出现了。		Smoke appeared.
			对不起，我迟到了。		Sorry I'm late.
			停止发牢骚吧。		Stop grumbling.
			停止抵抗！		Stop resisting!
			夏天过去了。		Summer is over.
			你可以慢慢来。		Take your time.
			慢慢来。		Take your time.
			那样是错的。		That was wrong.
			那符合逻辑。		That's logical.
			那是我的大衣。		That's my coat.
			那是完美的。		That's perfect.
			那太糟糕了。		That's too bad.
			貓叫了叫。		The cat meowed.
			旗子升起了。		The flag is up.
			電話正在響。		The phone rang.
			這些是筆。		These are pens.
			他们喜欢那个		They love that.
			他们信任汤姆。		They trust Tom.
			这是一本书。		This is a book.
			这是一个测试。		This is a test.
			那是我的包。		This is my bag.
			這是我的狗。		This is my dog.
			这不是新的。		This isn't new.
			汤姆不能留下。		Tom can't stay.
			汤姆不会游泳。		Tom can't swim.
			汤姆不能走路了。		Tom can't walk.
			汤姆是个拉比。		Tom is a rabbi.
			汤姆不是傻瓜。		Tom is no fool.
			汤姆不是白痴。		Tom is no fool.
			汤姆不傻。		Tom isn't dumb.
			汤姆喜欢豆腐。		Tom likes tofu.
			汤姆住在这里。		Tom lives here.
			汤姆喜欢狗。		Tom loves dogs.
			汤姆看着是个好人。		Tom seems nice.
			汤姆当时在哭。		Tom was crying.
			汤姆失明了。		Tom went blind.
			汤姆是加拿大人。		Tom's Canadian.
			汤姆在流血。		Tom's bleeding.
			汤姆是糖尿病患者。		Tom's diabetic.
			汤姆无所畏惧。		Tom's fearless.
			汤姆露齿而笑。		Tom's grinning.
			汤姆在笑。		Tom's laughing.
			汤姆正昏迷不醒。		Tom's out cold.
			汤姆兴奋不已。		Tom's thrilled.
			开电视。		Turn on the TV.
			把电视声音调大点儿。		Turn up the TV.
			汤姆睡着了吗？		Was Tom asleep?
			洗您的脚。		Wash your feet.
			洗你的脚。		Wash your feet.
			自己当心啊。		Watch yourself.
			我们学习音乐。		We study music.
			我们要继续下去。		We'll continue.
			我们正参与。		We're involved.
			我们没迟到。		We're not late.
			你是对的吗？		Were you right?
			她做什麼工作？		What's her job?
			我们去哪儿？		Where do we go?
			巴黎在哪里？		Where is Paris?
			之前你在哪里？		Where were you?
			我的茶在哪裡？		Where's my tea?
			谁住在这儿？		Who lives here?
			是誰的錯呢？		Who's at fault?
			那家伙是谁？		Who's that guy?
			那男人是谁？		Who's that man?
			为什么他在这儿？		Why is he here?
			擦擦你的眼睛。		Wipe your eyes.
			你不能輸。		You can't lose.
			你看起来很紧张。		You look tense.
			你看起来很困了。		You look tired.
			你必須去做。		You must do it.
			你必须走。		You must leave.
			你好香。		You smell good.
			你是个女人。		You're a woman.
			你開玩笑吧！		You're kidding!
			你是我的英雄。		You're my hero.
			您不必感谢我。		You're welcome.
			魚能游。		A fish can swim.
			男人应该工作。		A man must work.
			谁都可以参加。		Anyone can join.
			你在家里吗？		Are you at home?
			你们是朋友？		Are you friends?
			你们是朋友吗？		Are you friends?
			你在开玩笑吗？		Are you kidding?
			您成家了吗？		Are you married?
			你紧张吗？		Are you nervous?
			你是认真的吗？		Are you serious?
			你认真的？		Are you serious?
			你渴吗？		Are you thirsty?
			你不冷吗？		Aren't you cold?
			球是圆的。		Balls are round.
			更清晰些。		Be more precise.
			规矩点。		Behave yourself.
			黑色很衬你。		Black suits you.
			烧一点水。		Boil some water.
			把他给我带过来。		Bring him to me.
			買一些蘋果。		Buy some apples.
			请给我打电话。		Call me, please.
			给我老公打电话。		Call my husband.
			叫警察！		Call the police!
			报警！		Call the police!
			我可以带上汤姆吗？		Can I bring Tom?
			我能去你那吗？		Can I come over?
			汤姆可以帮我们吗？		Can Tom help us?
			你感觉得到它吗？		Can you feel it?
			您能帮我吗？		Can you help me?
			你会吹口哨吗？		Can you whistle?
			打扫一下你的房间。		Clean your room.
			闭上你的眼睛。		Close your eyes.
			祝贺你。		Congratulations!
			恭喜！		Congratulations!
			恭喜你！		Congratulations!
			祝贺！		Congratulations!
			数到三十。		Count to thirty.
			您吃不吃肉？		Do you eat meat?
			您经常去吗？		Do you go often?
			你认识他吗？		Do you know him?
			您知道为什么吗？		Do you know why?
			你喜欢说唱音乐吗？		Do you like rap?
			你记得吗？		Do you remember?
			您看电视吗？		Do you watch TV?
			那算数吗？		Does that count?
			别跟着来啊。		Don't follow me.
			别忘了我们。		Don't forget us.
			不要冒险。		Don't run risks.
			你别相信他。		Don't trust him.
			你不同意吗？		Don't you agree?
			您不同意吗？		Don't you agree?
			开车小心点。		Drive carefully.
			你多吃苹果。		Eat more apples.
			慢点吃！		Eat more slowly.
			大家都还行。		Everyone was OK.
			跟上那辆车。		Follow that car.
			滚出我的草坪！		Get off my lawn.
			離開這裡。		Get out of here.
			把它给他们。		Give it to them.
			把我的啤酒給我。		Give me my beer.
			回去工作。		Go back to work.
			去露台。		Go to the patio.
			綠色適合你。		Green suits you.
			万圣节快乐！		Happy Halloween!
			他已经来了吗？		Has he come yet?
			祝你一天过得愉快。		Have a nice day.
			他行动迅速。		He acts quickly.
			他开始哭了。		He began to cry.
			他不可能生病了。		He can't be ill.
			他疯了。		He has gone mad.
			他是教师。		He is a teacher.
			他是老师。		He is a teacher.
			他是我父親。		He is my father.
			他非常親切。		He is very kind.
			他很高。		He is very tall.
			他刚到。		He just arrived.
			他喜欢迪士尼。		He likes Disney.
			他欺骗了她。		He swindled her.
			他很容易觉得累。		He tires easily.
			他慢慢地走。		He walks slowly.
			他很老。		He was very old.
			他是喜剧演员。		He's a comedian.
			他是一个高大的男孩。		He's a tall boy.
			他不是英雄。		He's not a hero.
			他非常生气。		He's very angry.
			这是账单。		Here's the bill.
			這是你的茶。		Here's your tea.
			他的话就是命令。		His word is law.
			你感觉如何？		How do you feel?
			多么有趣啊！		How interesting!
			我全身酸痛。		I ache all over.
			我是一个好男孩。		I am a good boy.
			我遇到困難了。		I am in trouble.
			我烤了曲奇。		I baked cookies.
			我開始跑。		I began running.
			我給她打電話。		I called her up.
			我也能去。		I can come, too.
			我唱歌很好听。		I can sing well.
			我游泳可以游得很好。		I can swim well.
			我感觉不到它。		I can't feel it.
			我看不見你。		I can't see you.
			我无法阻止它。		I can't stop it.
			我不能取消它。		I can't undo it.
			我自己做的。		I did it myself.
			我不喜欢。		I don't like it.
			我感觉轻松了。		I feel relieved.
			我六點起床。		I get up at six.
			那时我没有选择的余地。		I had no choice.
			我讨厌学习。		I hate studying.
			我有一臺筆記本電腦。		I have a laptop.
			我有兄弟。		I have brothers.
			我没钱了。		I have no money.
